,case:Rfp_id,concept:name,time:timestamp_end,org:role,event:id,time:timestamp_start
4087,request for payment 61920,Permit SUBMITTED by EMPLOYEE,2018-01-24 10:42:41+00:00,EMPLOYEE,0,2018-01-24 10:42:41+00:00
4088,request for payment 61920,Permit APPROVED by ADMINISTRATION,2018-01-25 10:58:50+00:00,ADMINISTRATION,24,2018-01-24 10:42:41+00:00
4089,request for payment 61920,Permit FINAL_APPROVED by SUPERVISOR,2018-02-01 08:26:15+00:00,SUPERVISOR,1,2018-01-25 10:58:50+00:00
4090,request for payment 61920,Request For Payment SUBMITTED by EMPLOYEE,2018-02-12 11:12:40+00:00,EMPLOYEE,2,2018-02-01 08:26:15+00:00
4091,request for payment 61920,Request For Payment APPROVED by ADMINISTRATION,2018-02-12 11:19:46+00:00,ADMINISTRATION,21,2018-02-12 11:12:40+00:00
4092,request for payment 61920,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-02-13 11:26:07+00:00,SUPERVISOR,3,2018-02-12 11:19:46+00:00
4093,request for payment 61920,Request Payment,2018-02-15 11:50:00+00:00,UNDEFINED,6,2018-02-13 11:26:07+00:00
4094,request for payment 61920,Payment Handled,2018-02-19 17:31:34+00:00,UNDEFINED,7,2018-02-15 11:50:00+00:00
4095,request for payment 1758,Permit SUBMITTED by EMPLOYEE,2018-01-24 10:47:22+00:00,EMPLOYEE,0,2018-01-24 10:47:22+00:00
4096,request for payment 1758,Permit APPROVED by ADMINISTRATION,2018-01-24 10:47:26+00:00,ADMINISTRATION,24,2018-01-24 10:47:22+00:00
4097,request for payment 1758,Permit APPROVED by BUDGET OWNER,2018-01-25 14:32:16+00:00,BUDGET OWNER,25,2018-01-24 10:47:26+00:00
4098,request for payment 1758,Permit FINAL_APPROVED by SUPERVISOR,2018-01-26 12:43:24+00:00,SUPERVISOR,1,2018-01-25 14:32:16+00:00
4099,request for payment 1758,Request For Payment SUBMITTED by EMPLOYEE,2018-01-28 17:02:10+00:00,EMPLOYEE,2,2018-01-26 12:43:24+00:00
4100,request for payment 1758,Request For Payment APPROVED by ADMINISTRATION,2018-01-28 17:02:15+00:00,ADMINISTRATION,21,2018-01-28 17:02:10+00:00
4101,request for payment 1758,Request For Payment APPROVED by BUDGET OWNER,2018-01-29 12:30:11+00:00,BUDGET OWNER,22,2018-01-28 17:02:15+00:00
4102,request for payment 1758,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-01-29 14:18:07+00:00,SUPERVISOR,3,2018-01-29 12:30:11+00:00
4103,request for payment 1758,Request Payment,2018-01-29 14:18:09+00:00,UNDEFINED,6,2018-01-29 14:18:07+00:00
4104,request for payment 1758,Payment Handled,2018-02-01 17:31:18+00:00,UNDEFINED,7,2018-01-29 14:18:09+00:00
4105,request for payment 1756,Permit SUBMITTED by EMPLOYEE,2018-01-24 10:47:22+00:00,EMPLOYEE,0,2018-01-24 10:47:22+00:00
4106,request for payment 1756,Permit APPROVED by ADMINISTRATION,2018-01-24 10:47:26+00:00,ADMINISTRATION,24,2018-01-24 10:47:22+00:00
4107,request for payment 1756,Permit APPROVED by BUDGET OWNER,2018-01-25 14:32:16+00:00,BUDGET OWNER,25,2018-01-24 10:47:26+00:00
4108,request for payment 1756,Permit FINAL_APPROVED by SUPERVISOR,2018-01-26 12:43:24+00:00,SUPERVISOR,1,2018-01-25 14:32:16+00:00
4109,request for payment 1756,Request For Payment SUBMITTED by EMPLOYEE,2018-02-06 16:33:32+00:00,EMPLOYEE,2,2018-01-26 12:43:24+00:00
4110,request for payment 1756,Request For Payment APPROVED by ADMINISTRATION,2018-02-06 16:33:35+00:00,ADMINISTRATION,21,2018-02-06 16:33:32+00:00
4111,request for payment 1756,Request For Payment APPROVED by BUDGET OWNER,2018-02-07 08:47:33+00:00,BUDGET OWNER,22,2018-02-06 16:33:35+00:00
4112,request for payment 1756,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-02-08 10:55:03+00:00,SUPERVISOR,3,2018-02-07 08:47:33+00:00
4113,request for payment 1756,Request Payment,2018-02-08 10:55:05+00:00,UNDEFINED,6,2018-02-08 10:55:03+00:00
4114,request for payment 1756,Payment Handled,2018-02-12 17:31:22+00:00,UNDEFINED,7,2018-02-08 10:55:05+00:00
4115,request for payment 14502,Permit SUBMITTED by EMPLOYEE,2018-01-24 15:48:37+00:00,EMPLOYEE,0,2018-01-24 15:48:37+00:00
4116,request for payment 14502,Permit APPROVED by ADMINISTRATION,2018-01-24 15:49:18+00:00,ADMINISTRATION,24,2018-01-24 15:48:37+00:00
4117,request for payment 14502,Permit FINAL_APPROVED by SUPERVISOR,2018-01-25 11:41:09+00:00,SUPERVISOR,1,2018-01-24 15:49:18+00:00
4118,request for payment 14502,Request For Payment SUBMITTED by EMPLOYEE,2018-02-05 14:00:07+00:00,EMPLOYEE,2,2018-01-25 11:41:09+00:00
4119,request for payment 14502,Request For Payment APPROVED by ADMINISTRATION,2018-02-05 14:00:16+00:00,ADMINISTRATION,21,2018-02-05 14:00:07+00:00
4120,request for payment 14502,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-02-05 15:45:42+00:00,SUPERVISOR,3,2018-02-05 14:00:16+00:00
4121,request for payment 14502,Request Payment,2018-02-06 07:17:16+00:00,UNDEFINED,6,2018-02-05 15:45:42+00:00
4122,request for payment 14502,Payment Handled,2018-02-08 17:31:11+00:00,UNDEFINED,7,2018-02-06 07:17:16+00:00
4123,request for payment 14499,Permit SUBMITTED by EMPLOYEE,2018-01-24 15:48:37+00:00,EMPLOYEE,0,2018-01-24 15:48:37+00:00
4124,request for payment 14499,Permit APPROVED by ADMINISTRATION,2018-01-24 15:49:18+00:00,ADMINISTRATION,24,2018-01-24 15:48:37+00:00
4125,request for payment 14499,Permit FINAL_APPROVED by SUPERVISOR,2018-01-25 11:41:09+00:00,SUPERVISOR,1,2018-01-24 15:49:18+00:00
4126,request for payment 14499,Request For Payment SUBMITTED by EMPLOYEE,2018-02-15 14:14:25+00:00,EMPLOYEE,2,2018-01-25 11:41:09+00:00
4127,request for payment 14499,Request For Payment APPROVED by ADMINISTRATION,2018-02-15 14:14:35+00:00,ADMINISTRATION,21,2018-02-15 14:14:25+00:00
4128,request for payment 14499,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-02-16 11:27:29+00:00,SUPERVISOR,3,2018-02-15 14:14:35+00:00
4129,request for payment 14499,Request Payment,2018-02-22 07:23:38+00:00,UNDEFINED,6,2018-02-16 11:27:29+00:00
4130,request for payment 14499,Payment Handled,2018-02-26 17:31:27+00:00,UNDEFINED,7,2018-02-22 07:23:38+00:00
4131,request for payment 1793,Permit SUBMITTED by EMPLOYEE,2018-01-25 09:09:03+00:00,EMPLOYEE,0,2018-01-25 09:09:03+00:00
4132,request for payment 1793,Permit APPROVED by ADMINISTRATION,2018-01-25 09:09:08+00:00,ADMINISTRATION,24,2018-01-25 09:09:03+00:00
4133,request for payment 1793,Permit FINAL_APPROVED by SUPERVISOR,2018-01-26 08:18:52+00:00,SUPERVISOR,1,2018-01-25 09:09:08+00:00
4134,request for payment 1793,Request For Payment SUBMITTED by EMPLOYEE,2018-03-02 13:54:20+00:00,EMPLOYEE,2,2018-01-26 08:18:52+00:00
4135,request for payment 1793,Request For Payment REJECTED by ADMINISTRATION,2018-03-02 13:54:36+00:00,ADMINISTRATION,23,2018-03-02 13:54:20+00:00
4136,request for payment 1793,Request For Payment REJECTED by EMPLOYEE,2018-03-07 09:13:11+00:00,EMPLOYEE,13,2018-03-02 13:54:36+00:00
4137,request for payment 1793,Request For Payment SUBMITTED by EMPLOYEE,2018-03-07 09:22:22+00:00,EMPLOYEE,2,2018-03-07 09:13:11+00:00
4138,request for payment 1793,Request For Payment APPROVED by ADMINISTRATION,2018-03-07 09:22:26+00:00,ADMINISTRATION,21,2018-03-07 09:22:22+00:00
4139,request for payment 1793,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-03-07 09:44:54+00:00,SUPERVISOR,3,2018-03-07 09:22:26+00:00
4140,request for payment 1793,Request Payment,2018-03-13 08:08:25+00:00,UNDEFINED,6,2018-03-07 09:44:54+00:00
4141,request for payment 1793,Payment Handled,2018-03-15 17:31:16+00:00,UNDEFINED,7,2018-03-13 08:08:25+00:00
4142,request for payment 31298,Permit SUBMITTED by EMPLOYEE,2018-01-25 09:42:23+00:00,EMPLOYEE,0,2018-01-25 09:42:23+00:00
4143,request for payment 31298,Permit APPROVED by ADMINISTRATION,2018-01-25 09:42:27+00:00,ADMINISTRATION,24,2018-01-25 09:42:23+00:00
4144,request for payment 31298,Permit FINAL_APPROVED by SUPERVISOR,2018-01-26 08:19:43+00:00,SUPERVISOR,1,2018-01-25 09:42:27+00:00
4145,request for payment 31298,Request For Payment SUBMITTED by EMPLOYEE,2018-01-26 10:40:55+00:00,EMPLOYEE,2,2018-01-26 08:19:43+00:00
4146,request for payment 31298,Request For Payment APPROVED by ADMINISTRATION,2018-01-26 10:42:09+00:00,ADMINISTRATION,21,2018-01-26 10:40:55+00:00
4147,request for payment 31298,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-01-30 14:46:05+00:00,SUPERVISOR,3,2018-01-26 10:42:09+00:00
4148,request for payment 31298,Request Payment,2018-01-30 14:47:33+00:00,UNDEFINED,6,2018-01-30 14:46:05+00:00
4149,request for payment 31298,Payment Handled,2018-02-01 17:31:18+00:00,UNDEFINED,7,2018-01-30 14:47:33+00:00
4150,request for payment 185557,Request For Payment SUBMITTED by EMPLOYEE,2018-01-25 09:53:03+00:00,EMPLOYEE,2,2018-01-25 09:53:03+00:00
4151,request for payment 185557,Request For Payment APPROVED by ADMINISTRATION,2018-01-25 10:00:26+00:00,ADMINISTRATION,21,2018-01-25 09:53:03+00:00
4152,request for payment 185557,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-01-26 08:51:59+00:00,SUPERVISOR,3,2018-01-25 10:00:26+00:00
4153,request for payment 185557,Request Payment,2018-01-26 09:55:49+00:00,UNDEFINED,6,2018-01-26 08:51:59+00:00
4154,request for payment 185557,Payment Handled,2018-01-29 17:31:11+00:00,UNDEFINED,7,2018-01-26 09:55:49+00:00
4155,request for payment 7367,Permit SUBMITTED by EMPLOYEE,2018-01-25 10:07:11+00:00,EMPLOYEE,0,2018-01-25 10:07:11+00:00
4156,request for payment 7367,Permit APPROVED by ADMINISTRATION,2018-01-25 10:07:13+00:00,ADMINISTRATION,24,2018-01-25 10:07:11+00:00
4157,request for payment 7367,Permit FINAL_APPROVED by SUPERVISOR,2018-01-26 08:19:01+00:00,SUPERVISOR,1,2018-01-25 10:07:13+00:00
4158,request for payment 7367,Request For Payment SUBMITTED by EMPLOYEE,2018-02-08 10:42:57+00:00,EMPLOYEE,2,2018-01-26 08:19:01+00:00
4159,request for payment 7367,Request For Payment APPROVED by ADMINISTRATION,2018-02-08 10:43:17+00:00,ADMINISTRATION,21,2018-02-08 10:42:57+00:00
4160,request for payment 7367,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-02-09 10:18:16+00:00,SUPERVISOR,3,2018-02-08 10:43:17+00:00
4161,request for payment 7367,Request Payment,2018-02-09 11:20:28+00:00,UNDEFINED,6,2018-02-09 10:18:16+00:00
4162,request for payment 7367,Payment Handled,2018-02-12 17:31:22+00:00,UNDEFINED,7,2018-02-09 11:20:28+00:00
4163,request for payment 26911,Permit SUBMITTED by EMPLOYEE,2018-01-25 10:10:43+00:00,EMPLOYEE,0,2018-01-25 10:10:43+00:00
4164,request for payment 26911,Permit APPROVED by ADMINISTRATION,2018-01-25 10:10:51+00:00,ADMINISTRATION,24,2018-01-25 10:10:43+00:00
4165,request for payment 26911,Permit FINAL_APPROVED by SUPERVISOR,2018-01-25 11:40:19+00:00,SUPERVISOR,1,2018-01-25 10:10:51+00:00
4166,request for payment 26911,Request For Payment SUBMITTED by EMPLOYEE,2018-01-26 10:11:36+00:00,EMPLOYEE,2,2018-01-25 11:40:19+00:00
4167,request for payment 26911,Request For Payment APPROVED by ADMINISTRATION,2018-01-26 10:13:26+00:00,ADMINISTRATION,21,2018-01-26 10:11:36+00:00
4168,request for payment 26911,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-01-26 12:14:46+00:00,SUPERVISOR,3,2018-01-26 10:13:26+00:00
4169,request for payment 26911,Request Payment,2018-01-26 12:17:03+00:00,UNDEFINED,6,2018-01-26 12:14:46+00:00
4170,request for payment 26911,Payment Handled,2018-01-29 17:31:11+00:00,UNDEFINED,7,2018-01-26 12:17:03+00:00
4171,request for payment 41488,Permit SUBMITTED by EMPLOYEE,2018-01-25 10:25:52+00:00,EMPLOYEE,0,2018-01-25 10:25:52+00:00
4172,request for payment 41488,Permit APPROVED by ADMINISTRATION,2018-01-25 10:25:58+00:00,ADMINISTRATION,24,2018-01-25 10:25:52+00:00
4173,request for payment 41488,Permit FINAL_APPROVED by SUPERVISOR,2018-01-26 08:08:26+00:00,SUPERVISOR,1,2018-01-25 10:25:58+00:00
4174,request for payment 41488,Request For Payment SUBMITTED by EMPLOYEE,2018-01-26 13:45:08+00:00,EMPLOYEE,2,2018-01-26 08:08:26+00:00
4175,request for payment 41488,Request For Payment APPROVED by ADMINISTRATION,2018-01-26 13:55:48+00:00,ADMINISTRATION,21,2018-01-26 13:45:08+00:00
4176,request for payment 41488,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-01-30 14:49:25+00:00,SUPERVISOR,3,2018-01-26 13:55:48+00:00
4177,request for payment 41488,Request Payment,2018-01-31 07:47:04+00:00,UNDEFINED,6,2018-01-30 14:49:25+00:00
4178,request for payment 41488,Payment Handled,2018-02-01 17:31:18+00:00,UNDEFINED,7,2018-01-31 07:47:04+00:00
4179,request for payment 22418,Permit SUBMITTED by EMPLOYEE,2018-01-25 10:55:24+00:00,EMPLOYEE,0,2018-01-25 10:55:24+00:00
4180,request for payment 22418,Permit APPROVED by ADMINISTRATION,2018-01-25 10:55:27+00:00,ADMINISTRATION,24,2018-01-25 10:55:24+00:00
4181,request for payment 22418,Permit APPROVED by BUDGET OWNER,2018-01-31 15:24:20+00:00,BUDGET OWNER,25,2018-01-25 10:55:27+00:00
4182,request for payment 22418,Permit FINAL_APPROVED by SUPERVISOR,2018-02-01 08:56:05+00:00,SUPERVISOR,1,2018-01-31 15:24:20+00:00
4183,request for payment 22418,Request For Payment SUBMITTED by EMPLOYEE,2018-02-15 10:56:53+00:00,EMPLOYEE,2,2018-02-01 08:56:05+00:00
4184,request for payment 22418,Request For Payment APPROVED by ADMINISTRATION,2018-02-15 10:57:06+00:00,ADMINISTRATION,21,2018-02-15 10:56:53+00:00
4185,request for payment 22418,Request For Payment APPROVED by BUDGET OWNER,2018-02-21 14:53:41+00:00,BUDGET OWNER,22,2018-02-15 10:57:06+00:00
4186,request for payment 22418,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-02-23 16:22:08+00:00,SUPERVISOR,3,2018-02-21 14:53:41+00:00
4187,request for payment 22418,Request Payment,2018-02-26 09:08:13+00:00,UNDEFINED,6,2018-02-23 16:22:08+00:00
4188,request for payment 22418,Payment Handled,2018-03-01 17:31:26+00:00,UNDEFINED,7,2018-02-26 09:08:13+00:00
4189,request for payment 1814,Permit SUBMITTED by EMPLOYEE,2018-01-25 11:18:58+00:00,EMPLOYEE,0,2018-01-25 11:18:58+00:00
4190,request for payment 1814,Permit APPROVED by ADMINISTRATION,2018-01-25 11:21:55+00:00,ADMINISTRATION,24,2018-01-25 11:18:58+00:00
4191,request for payment 1814,Permit APPROVED by SUPERVISOR,2018-01-29 08:44:28+00:00,SUPERVISOR,8,2018-01-25 11:21:55+00:00
4192,request for payment 1814,Permit FINAL_APPROVED by DIRECTOR,2018-01-29 14:26:30+00:00,DIRECTOR,9,2018-01-29 08:44:28+00:00
4193,request for payment 1814,Request For Payment SUBMITTED by EMPLOYEE,2018-02-23 09:43:11+00:00,EMPLOYEE,2,2018-01-29 14:26:30+00:00
4194,request for payment 1814,Request For Payment REJECTED by ADMINISTRATION,2018-02-23 09:49:01+00:00,ADMINISTRATION,23,2018-02-23 09:43:11+00:00
4195,request for payment 1814,Request For Payment REJECTED by EMPLOYEE,2018-02-26 14:20:10+00:00,EMPLOYEE,13,2018-02-23 09:49:01+00:00
4196,request for payment 1814,Request For Payment SUBMITTED by EMPLOYEE,2018-02-26 21:32:11+00:00,EMPLOYEE,2,2018-02-26 14:20:10+00:00
4197,request for payment 1814,Request For Payment APPROVED by ADMINISTRATION,2018-02-26 21:32:26+00:00,ADMINISTRATION,21,2018-02-26 21:32:11+00:00
4198,request for payment 1814,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-02-27 10:02:06+00:00,SUPERVISOR,3,2018-02-26 21:32:26+00:00
4199,request for payment 1814,Request Payment,2018-03-05 17:33:06+00:00,UNDEFINED,6,2018-02-27 10:02:06+00:00
4200,request for payment 1814,Payment Handled,2018-03-08 17:31:00+00:00,UNDEFINED,7,2018-03-05 17:33:06+00:00
4201,request for payment 2442,Permit SUBMITTED by EMPLOYEE,2018-01-25 11:36:50+00:00,EMPLOYEE,0,2018-01-25 11:36:50+00:00
4202,request for payment 2442,Permit APPROVED by ADMINISTRATION,2018-01-25 11:38:51+00:00,ADMINISTRATION,24,2018-01-25 11:36:50+00:00
4203,request for payment 2442,Request For Payment SUBMITTED by EMPLOYEE,2018-01-25 11:48:26+00:00,EMPLOYEE,2,2018-01-25 11:38:51+00:00
4204,request for payment 2442,Request For Payment APPROVED by ADMINISTRATION,2018-01-25 11:52:47+00:00,ADMINISTRATION,21,2018-01-25 11:48:26+00:00
4205,request for payment 2442,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-01-25 16:14:12+00:00,SUPERVISOR,3,2018-01-25 11:52:47+00:00
4206,request for payment 2442,Request Payment,2018-01-30 17:28:23+00:00,UNDEFINED,6,2018-01-25 16:14:12+00:00
4207,request for payment 2442,Permit FINAL_APPROVED by SUPERVISOR,2018-02-01 09:00:40+00:00,SUPERVISOR,1,2018-01-30 17:28:23+00:00
4208,request for payment 2442,Payment Handled,2018-02-01 17:31:18+00:00,UNDEFINED,7,2018-02-01 09:00:40+00:00
4209,request for payment 7655,Permit SUBMITTED by EMPLOYEE,2018-01-25 11:53:38+00:00,EMPLOYEE,0,2018-01-25 11:53:38+00:00
4210,request for payment 7655,Permit APPROVED by ADMINISTRATION,2018-01-25 12:05:27+00:00,ADMINISTRATION,24,2018-01-25 11:53:38+00:00
4211,request for payment 7655,Permit APPROVED by SUPERVISOR,2018-01-25 13:13:12+00:00,SUPERVISOR,8,2018-01-25 12:05:27+00:00
4212,request for payment 7655,Permit FINAL_APPROVED by DIRECTOR,2018-01-25 13:20:03+00:00,DIRECTOR,9,2018-01-25 13:13:12+00:00
4213,request for payment 7655,Request For Payment SUBMITTED by EMPLOYEE,2018-01-29 08:10:54+00:00,EMPLOYEE,2,2018-01-25 13:20:03+00:00
4214,request for payment 7655,Request For Payment APPROVED by ADMINISTRATION,2018-01-29 08:14:38+00:00,ADMINISTRATION,21,2018-01-29 08:10:54+00:00
4215,request for payment 7655,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-01-29 12:28:41+00:00,SUPERVISOR,3,2018-01-29 08:14:38+00:00
4216,request for payment 7655,Request Payment,2018-01-29 15:42:59+00:00,UNDEFINED,6,2018-01-29 12:28:41+00:00
4217,request for payment 7655,Payment Handled,2018-02-01 17:31:18+00:00,UNDEFINED,7,2018-01-29 15:42:59+00:00
4218,request for payment 7651,Permit SUBMITTED by EMPLOYEE,2018-01-25 11:53:38+00:00,EMPLOYEE,0,2018-01-25 11:53:38+00:00
4219,request for payment 7651,Permit APPROVED by ADMINISTRATION,2018-01-25 12:05:27+00:00,ADMINISTRATION,24,2018-01-25 11:53:38+00:00
4220,request for payment 7651,Permit APPROVED by SUPERVISOR,2018-01-25 13:13:12+00:00,SUPERVISOR,8,2018-01-25 12:05:27+00:00
4221,request for payment 7651,Permit FINAL_APPROVED by DIRECTOR,2018-01-25 13:20:03+00:00,DIRECTOR,9,2018-01-25 13:13:12+00:00
4222,request for payment 7651,Request For Payment SUBMITTED by EMPLOYEE,2018-03-12 13:09:54+00:00,EMPLOYEE,2,2018-01-25 13:20:03+00:00
4223,request for payment 7651,Request For Payment APPROVED by ADMINISTRATION,2018-03-12 13:10:08+00:00,ADMINISTRATION,21,2018-03-12 13:09:54+00:00
4224,request for payment 7651,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-03-12 13:38:37+00:00,SUPERVISOR,3,2018-03-12 13:10:08+00:00
4225,request for payment 7651,Request Payment,2018-03-12 14:38:54+00:00,UNDEFINED,6,2018-03-12 13:38:37+00:00
4226,request for payment 7651,Payment Handled,2018-03-15 17:31:16+00:00,UNDEFINED,7,2018-03-12 14:38:54+00:00
4227,request for payment 7653,Permit SUBMITTED by EMPLOYEE,2018-01-25 11:53:38+00:00,EMPLOYEE,0,2018-01-25 11:53:38+00:00
4228,request for payment 7653,Permit APPROVED by ADMINISTRATION,2018-01-25 12:05:27+00:00,ADMINISTRATION,24,2018-01-25 11:53:38+00:00
4229,request for payment 7653,Permit APPROVED by SUPERVISOR,2018-01-25 13:13:12+00:00,SUPERVISOR,8,2018-01-25 12:05:27+00:00
4230,request for payment 7653,Permit FINAL_APPROVED by DIRECTOR,2018-01-25 13:20:03+00:00,DIRECTOR,9,2018-01-25 13:13:12+00:00
4231,request for payment 7653,Request For Payment SUBMITTED by EMPLOYEE,2018-02-05 08:14:22+00:00,EMPLOYEE,2,2018-01-25 13:20:03+00:00
4232,request for payment 7653,Request For Payment APPROVED by ADMINISTRATION,2018-02-05 08:14:26+00:00,ADMINISTRATION,21,2018-02-05 08:14:22+00:00
4233,request for payment 7653,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-02-07 10:01:41+00:00,SUPERVISOR,3,2018-02-05 08:14:26+00:00
4234,request for payment 7653,Request Payment,2018-02-08 09:58:09+00:00,UNDEFINED,6,2018-02-07 10:01:41+00:00
4235,request for payment 7653,Payment Handled,2018-02-12 17:31:22+00:00,UNDEFINED,7,2018-02-08 09:58:09+00:00
4236,request for payment 7649,Permit SUBMITTED by EMPLOYEE,2018-01-25 11:53:38+00:00,EMPLOYEE,0,2018-01-25 11:53:38+00:00
4237,request for payment 7649,Permit APPROVED by ADMINISTRATION,2018-01-25 12:05:27+00:00,ADMINISTRATION,24,2018-01-25 11:53:38+00:00
4238,request for payment 7649,Permit APPROVED by SUPERVISOR,2018-01-25 13:13:12+00:00,SUPERVISOR,8,2018-01-25 12:05:27+00:00
4239,request for payment 7649,Permit FINAL_APPROVED by DIRECTOR,2018-01-25 13:20:03+00:00,DIRECTOR,9,2018-01-25 13:13:12+00:00
4240,request for payment 7649,Request For Payment SUBMITTED by EMPLOYEE,2018-03-12 17:41:20+00:00,EMPLOYEE,2,2018-01-25 13:20:03+00:00
4241,request for payment 7649,Request For Payment APPROVED by ADMINISTRATION,2018-03-12 17:41:41+00:00,ADMINISTRATION,21,2018-03-12 17:41:20+00:00
4242,request for payment 7649,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-03-13 09:25:22+00:00,SUPERVISOR,3,2018-03-12 17:41:41+00:00
4243,request for payment 7649,Request Payment,2018-03-13 12:25:57+00:00,UNDEFINED,6,2018-03-13 09:25:22+00:00
4244,request for payment 7649,Payment Handled,2018-03-15 17:31:16+00:00,UNDEFINED,7,2018-03-13 12:25:57+00:00
4245,request for payment 2484,Permit SUBMITTED by EMPLOYEE,2018-01-25 17:00:11+00:00,EMPLOYEE,0,2018-01-25 17:00:11+00:00
4246,request for payment 2484,Permit APPROVED by ADMINISTRATION,2018-01-25 17:00:57+00:00,ADMINISTRATION,24,2018-01-25 17:00:11+00:00
4247,request for payment 2484,Permit APPROVED by BUDGET OWNER,2018-01-31 15:23:41+00:00,BUDGET OWNER,25,2018-01-25 17:00:57+00:00
4248,request for payment 2484,Permit FINAL_APPROVED by SUPERVISOR,2018-02-01 08:56:05+00:00,SUPERVISOR,1,2018-01-31 15:23:41+00:00
4249,request for payment 2484,Request For Payment SUBMITTED by EMPLOYEE,2018-02-02 13:14:49+00:00,EMPLOYEE,2,2018-02-01 08:56:05+00:00
4250,request for payment 2484,Request For Payment APPROVED by ADMINISTRATION,2018-02-02 13:16:01+00:00,ADMINISTRATION,21,2018-02-02 13:14:49+00:00
4251,request for payment 2484,Request For Payment APPROVED by BUDGET OWNER,2018-02-05 15:56:06+00:00,BUDGET OWNER,22,2018-02-02 13:16:01+00:00
4252,request for payment 2484,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-02-06 08:52:26+00:00,SUPERVISOR,3,2018-02-05 15:56:06+00:00
4253,request for payment 2484,Request Payment,2018-02-08 09:03:01+00:00,UNDEFINED,6,2018-02-06 08:52:26+00:00
4254,request for payment 2484,Payment Handled,2018-02-12 17:31:22+00:00,UNDEFINED,7,2018-02-08 09:03:01+00:00
4255,request for payment 6375,Permit SUBMITTED by EMPLOYEE,2018-01-25 18:08:43+00:00,EMPLOYEE,0,2018-01-25 18:08:43+00:00
4256,request for payment 6375,Permit APPROVED by ADMINISTRATION,2018-01-25 18:12:21+00:00,ADMINISTRATION,24,2018-01-25 18:08:43+00:00
4257,request for payment 6375,Permit APPROVED by BUDGET OWNER,2018-01-31 15:55:44+00:00,BUDGET OWNER,25,2018-01-25 18:12:21+00:00
4258,request for payment 6375,Request For Payment SUBMITTED by EMPLOYEE,2018-01-31 15:58:09+00:00,EMPLOYEE,2,2018-01-31 15:55:44+00:00
4259,request for payment 6375,Request For Payment APPROVED by ADMINISTRATION,2018-01-31 16:28:09+00:00,ADMINISTRATION,21,2018-01-31 15:58:09+00:00
4260,request for payment 6375,Permit FINAL_APPROVED by SUPERVISOR,2018-02-01 08:17:31+00:00,SUPERVISOR,1,2018-01-31 16:28:09+00:00
4261,request for payment 6375,Request For Payment APPROVED by BUDGET OWNER,2018-02-01 15:33:50+00:00,BUDGET OWNER,22,2018-02-01 08:17:31+00:00
4262,request for payment 6375,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-02-06 12:07:37+00:00,SUPERVISOR,3,2018-02-01 15:33:50+00:00
4263,request for payment 6375,Request Payment,2018-02-06 12:37:38+00:00,UNDEFINED,6,2018-02-06 12:07:37+00:00
4264,request for payment 6375,Payment Handled,2018-02-08 17:31:11+00:00,UNDEFINED,7,2018-02-06 12:37:38+00:00
4265,request for payment 66124,Permit SUBMITTED by EMPLOYEE,2018-01-25 19:40:26+00:00,EMPLOYEE,0,2018-01-25 19:40:26+00:00
4266,request for payment 66124,Permit APPROVED by ADMINISTRATION,2018-01-28 19:15:35+00:00,ADMINISTRATION,24,2018-01-25 19:40:26+00:00
4267,request for payment 66124,Permit APPROVED by BUDGET OWNER,2018-01-31 15:26:42+00:00,BUDGET OWNER,25,2018-01-28 19:15:35+00:00
4268,request for payment 66124,Permit APPROVED by SUPERVISOR,2018-02-01 11:18:34+00:00,SUPERVISOR,8,2018-01-31 15:26:42+00:00
4269,request for payment 66124,Permit FINAL_APPROVED by DIRECTOR,2018-02-02 08:26:33+00:00,DIRECTOR,9,2018-02-01 11:18:34+00:00
4270,request for payment 66124,Request For Payment SUBMITTED by EMPLOYEE,2018-02-18 20:45:06+00:00,EMPLOYEE,2,2018-02-02 08:26:33+00:00
4271,request for payment 66124,Request For Payment APPROVED by ADMINISTRATION,2018-02-18 20:50:58+00:00,ADMINISTRATION,21,2018-02-18 20:45:06+00:00
4272,request for payment 66124,Request For Payment APPROVED by BUDGET OWNER,2018-02-21 15:00:15+00:00,BUDGET OWNER,22,2018-02-18 20:50:58+00:00
4273,request for payment 66124,Request For Payment FINAL_APPROVED by SUPERVISOR,2018-02-22 10:51:22+00:00,SUPERVISOR,3,2018-02-21 15:00:15+00:00
